event_id,name,year,date_raw,format,location,weight,notes
1158,Real World CTF 3rd,2021,"08 Jan., 18:00 PST — 10 Jan. 2021, 18:00 PST",Jeopardy,Online,37,N/A
1159,HAC-SEC 21',2021,"03 Jan., 20:00 PST — 04 Jan. 2021, 20:00 PST",Jeopardy,Online,22.35,N/A
1160,Global CyberPeace Challenge 2.0 CTF-IT,2021,"02 Jan., 19:30 PST — 15 Jan. 2021, 10:30 PST",Jeopardy,Online,0,N/A
1161,TetCTF 2021,2021,"31 Dec., 16:00 PST — 02 Jan. 2021, 16:00 PST",Jeopardy,Online,25,N/A
1162,ASIS CTF Finals 2022,2022,"30 Dec., 06:30 PST — 31 Dec. 2022, 06:30 PST",Jeopardy,Online,98,N/A
1163,niteCTF,2022,"23 Dec., 08:00 PST — 25 Dec. 2022, 08:00 PST",Jeopardy,Online,22.3,N/A
1164,Damncon 2022,2022,"21 Dec., 07:00 PST — 24 Dec. 2022, 07:00 PST",Jeopardy,Online,17.54,N/A
1165,ISITDTU CTF 2022 Finals,2022,"17 Dec., 17:00 PST — 18 Dec. 2022, 01:00 PST",Jeopardy,On-site,25,N/A
1166,BackdoorCTF 2022,2022,"16 Dec., 22:30 PST — 17 Dec. 2022, 22:30 PST",Jeopardy,Online,24.7,N/A
1167,Junior School CTF,2022,"16 Dec., 19:30 PST — 17 Dec. 2022, 01:30 PST",Jeopardy,On-site,23.23,N/A
1168,pingCTF 2022,2022,"16 Dec., 16:01 PST — 18 Dec. 2022, 15:59 PST",Jeopardy,Online,24.29,N/A
1169,X-MAS CTF 2022,2022,"16 Dec., 12:00 PST — 21 Dec. 2022, 11:59 PST",Jeopardy,Online,24.42,N/A
1170,NahamCon EU 2022 CTF,2022,"16 Dec., 12:00 PST — 17 Dec. 2022, 12:00 PST",Jeopardy,Online,24.61,N/A
1171,Jule CTF,2022,"16 Dec., 04:00 PST — 23 Dec. 2022, 16:00 PST",Jeopardy,Online,0,N/A
1172,INTENT CTF 2022,2022,"14 Dec., 05:00 PST — 15 Dec. 2022, 21:00 PST",Jeopardy,Online,19.97,N/A
1173,STEM CTF: Cyber Challenge 2022,2022,"10 Dec., 11:00 PST — 11 Dec. 2022, 11:00 PST",Jeopardy,Online,20,N/A
1174,BSides Mumbai CTF 2022,2022,"10 Dec., 03:00 PST — 11 Dec. 2022, 03:00 PST",Jeopardy,Online,24.62,N/A
1175,Russian CTFCUP 2022,2022,"10 Dec., 02:00 PST — 11 Dec. 2022, 12:00 PST",Attack-Defense,On-site,0,N/A
1176,RCTF 2022,2022,"09 Dec., 17:00 PST — 11 Dec. 2022, 17:00 PST",Jeopardy,Online,88.18,N/A
1177,KITCTFCTF 2022,2022,"09 Dec., 10:00 PST — 10 Dec. 2022, 15:59 PST",Jeopardy,Online,24.58,N/A
1178,Hackappatoi CTF '22,2022,"09 Dec., 10:00 PST — 11 Dec. 2022, 07:00 PST",Jeopardy,Online,24.71,N/A
1179,Ph0wn 2022,2022,"09 Dec., 09:00 PST — 09 Dec. 2022, 17:00 PST",Jeopardy,On-site,18,N/A
1180,Shakti CTF 2022,2022,"09 Dec., 06:30 PST — 10 Dec. 2022, 06:30 PST",Jeopardy,Online,24.1,N/A
1181,STACK The Flags 2022 Uni & Poly,2022,"09 Dec., 06:00 PST — 11 Dec. 2022, 06:00 PST",Jeopardy,On-site,0,N/A
1182,STACK The Flags 2022 JC IP ITE,2022,"09 Dec., 06:00 PST — 11 Dec. 2022, 06:00 PST",Jeopardy,Online,0,N/A
1183,6th stage MetaRed CTF Centroamérica y Caribe 2022,2022,"05 Dec., 08:00 PST — 05 Dec. 2022, 08:00 PST",Jeopardy,Online,23.58,N/A
1184,M*CTF 2022 Final,2022,"03 Dec., 23:30 PST — 04 Dec. 2022, 07:30 PST",Attack-Defense,On-site,0,N/A
1185,InfoSec CTF 2022,2022,"02 Dec., 23:00 PST — 03 Dec. 2022, 23:00 PST",Jeopardy,Online,0,N/A
1186,TUCTF 2022,2022,"02 Dec., 09:00 PST — 04 Dec. 2022, 09:00 PST",Jeopardy,Online,22.07,N/A
1187,STACK The Flags 2022 Open,2022,"02 Dec., 05:00 PST — 04 Dec. 2022, 05:00 PST",Jeopardy,Online,0,N/A
1188,HTB University CTF 2022 : Supernatural Hacks,2022,"02 Dec., 05:00 PST — 04 Dec. 2022, 11:00 PST",Jeopardy,Online,24.9,N/A
1189,BUFF3R-CTF,2022,"26 Nov., 11:30 PST — 27 Nov. 2022, 11:30 PST",Jeopardy,Online,0,N/A
1190,YetiCTF 2023,2022,"26 Nov., 07:00 PST — 27 Nov. 2022, 07:00 PST",Jeopardy,Online,0,N/A
1191,Hacker Things CTF 2022,2022,"26 Nov., 00:00 PST — 26 Nov. 2022, 10:00 PST",Jeopardy,On-site,22.67,N/A
1192,GlacierCTF 2022,2022,"25 Nov., 10:00 PST — 26 Nov. 2022, 10:00 PST",Jeopardy,Online,24.32,N/A
1193,HITCON CTF 2022,2022,"25 Nov., 06:00 PST — 27 Nov. 2022, 06:00 PST",Jeopardy,Online,100,N/A
1194,NO ESCAPE CTF 2022,2022,"24 Nov., 20:30 PST — 25 Nov. 2022, 20:30 PST",Jeopardy,Online,20.17,N/A
1195,5th stage MetaRed CTF Ecuador|Cedia 2022,2022,"21 Nov., 07:00 PST — 22 Nov. 2022, 07:00 PST",Jeopardy,Online,23.58,N/A
1196,SunshineCTF 2022,2022,"19 Nov., 02:00 PST — 21 Nov. 2022, 02:00 PST",Jeopardy,Online,24.1,N/A
1197,Russian CTFCUP Qualifier,2022,"19 Nov., 01:00 PST — 20 Nov. 2022, 01:00 PST",Jeopardy,Online,0,N/A
1198,GreHack CTF 2022,2022,"19 Nov., 01:00 PST — 19 Nov. 2022, 09:00 PST",Jeopardy,On-site,0,N/A
1199,Digital Overdose 2022 Autumn CTF,2022,"18 Nov., 15:00 PST — 20 Nov. 2022, 14:59 PST",Jeopardy,Online,24.45,N/A
1200,SwampCTF 2022,2022,"18 Nov., 15:00 PST — 19 Nov. 2022, 15:00 PST",Jeopardy,Online,0,N/A
1201,Square CTF 2022,2022,"18 Nov., 14:00 PST — 19 Nov. 2022, 14:00 PST",Jeopardy,Online,36.6,N/A
1202,The Secret of the ePA-TI,2022,"18 Nov., 01:00 PST — 18 Nov. 2022, 09:00 PST",Jeopardy,Online,0,N/A
1203,m0leCon CTF 2022,2022,"17 Nov., 07:00 PST — 18 Nov. 2022, 07:00 PST",Attack-Defense,On-site,25,N/A
1204,CTF After Dark - Fall 2022,2022,"16 Nov., 19:00 PST — 23 Nov. 2022, 19:00 PST",Jeopardy,Online,0,N/A
1205,BlackHat MEA CTF Final 2022,2022,"14 Nov., 22:30 PST — 17 Nov. 2022, 06:30 PST",Jeopardy,On-site,0,N/A
1206,COMPFEST CTF 2022,2022,"12 Nov., 09:00 PST — 13 Nov. 2022, 09:00 PST",Jeopardy,Online,21.85,N/A
1207,m0leCon Beginner CTF 2022,2022,"12 Nov., 05:00 PST — 12 Nov. 2022, 10:00 PST",Jeopardy,Online,25,N/A
1208,RuCTF Finals 2022,2022,"11 Nov., 22:00 PST — 12 Nov. 2022, 06:00 PST",Attack-Defense,On-site,25,N/A
1209,ISITDTU CTF 2022 Quals,2022,"11 Nov., 21:00 PST — 12 Nov. 2022, 21:00 PST",Jeopardy,Online,34,N/A
1210,SECCON CTF 2022 Quals,2022,"11 Nov., 21:00 PST — 12 Nov. 2022, 21:00 PST",Jeopardy,Online,97.9,N/A
1211,HK Cyber Security New Generation CTF Challenge 2022,2022,"11 Nov., 02:00 PST — 13 Nov. 2022, 02:00 PST",Jeopardy,Online,37,N/A
1212,CSAW CTF Final Round 2022,2022,"10 Nov., 03:00 PST — 11 Nov. 2022, 15:00 PST",Jeopardy,Online,0,N/A
1213,DefCamp CTF Finals 2022,2022,"10 Nov., 01:00 PST — 10 Nov. 2022, 09:00 PST",Attack-Defense,On-site,0,N/A
1214,4th stage MetaRed CTF Perú 2022,2022,"07 Nov., 08:00 PST — 08 Nov. 2022, 08:00 PST",Jeopardy,Online,23.58,N/A
1215,Codegate CTF 2022 Finals,2022,"06 Nov., 17:00 PST — 07 Nov. 2022, 17:00 PST",Jeopardy,On-site,0,N/A
1216,CyberSci Regional Qualifiers 2022-23,2022,"05 Nov., 08:20 PDT — 05 Nov. 2022, 12:00 PDT",Jeopardy,On-site,0,N/A
1217,Bambi CTF #7,2022,"05 Nov., 07:00 PDT — 05 Nov. 2022, 14:00 PDT",Attack-Defense,Online,25,N/A
1218,p4ctf 2022,2022,"05 Nov., 03:00 PDT — 06 Nov. 2022, 02:00 PST",Jeopardy,Online,51,N/A
1219,LakeCTF Finals,2022,"05 Nov., 01:00 PDT — 05 Nov. 2022, 09:00 PDT",Jeopardy,On-site,24,N/A
1220,BuckeyeCTF 2022,2022,"04 Nov., 17:00 PDT — 06 Nov. 2022, 17:00 PST",Jeopardy,Online,24.81,N/A
1221,N1CTF 2022,2022,"04 Nov., 17:00 PDT — 06 Nov. 2022, 16:00 PST",Jeopardy,Online,77.68,N/A
1222,WiCSME CTF 2022,2022,"04 Nov., 05:00 PDT — 05 Nov. 2022, 05:00 PDT",Jeopardy,Online,0,N/A
1223,UNLOCK THE TECHNOVERSE 2022,2022,"03 Nov., 23:30 PDT — 04 Nov. 2022, 11:30 PDT",Jeopardy,Online,0,N/A
1224,EKOPARTY CTF 2022,2022,"02 Nov., 10:00 PDT — 04 Nov. 2022, 12:00 PDT",Jeopardy,Online,20.82,N/A
1225,M*CTF 2022 Quals,2022,"29 Oct., 04:00 PDT — 30 Oct. 2022, 04:00 PDT",Jeopardy,Online,23.92,N/A
1226,BlueHens CTF 2022,2022,"28 Oct., 12:00 PDT — 30 Oct. 2022, 12:00 PDT",Jeopardy,Online,24.61,N/A
1227,Hack.lu CTF 2022,2022,"28 Oct., 09:00 PDT — 30 Oct. 2022, 09:00 PDT",Jeopardy,Online,93.7,N/A
1228,FE-CTF 2022: Cyber Demon,2022,"28 Oct., 04:37 PDT — 30 Oct. 2022, 05:37 PDT",Jeopardy,Online,25,N/A
1229,smolathon,2022,"27 Oct., 03:00 PDT — 28 Oct. 2022, 13:00 PDT",Jeopardy,Online,0,N/A
1230,Hardwear.io NL 2022 Hardware CTF,2022,"27 Oct., 01:00 PDT — 28 Oct. 2022, 05:00 PDT",Jeopardy,On-site,0,N/A
1231,SecurityValley - always on CTF,2022,"23 Oct., 11:00 PDT — 31 Oct. 2023, 16:59 PDT",Jeopardy,Online,0,N/A
1232,Phoenix CTF,2022,"22 Oct., 09:00 PDT — 23 Oct. 2022, 09:00 PDT",Jeopardy,Online,0,N/A
1233,Hack The Boo,2022,"22 Oct., 06:00 PDT — 27 Oct. 2022, 05:59 PDT",Jeopardy,Online,24.9,N/A
1234,TsukuCTF 2022,2022,"21 Oct., 20:20 PDT — 23 Oct. 2022, 02:00 PDT",Jeopardy,Online,0,N/A
1235,Cryptoverse CTF 2022,2022,"21 Oct., 15:00 PDT — 22 Oct. 2022, 21:00 PDT",Jeopardy,Online,24.52,N/A
1236,EyesOpen CTF,2022,"21 Oct., 10:00 PDT — 23 Oct. 2022, 10:00 PDT",Jeopardy,Online,0,N/A
1237,Jade CTF,2022,"20 Oct., 23:30 PDT — 22 Oct. 2022, 11:30 PDT",Jeopardy,Online,23.95,N/A
1238,Intigriti's October Challenge,2022,"19 Oct., 06:30 PDT — 23 Oct. 2022, 16:59 PDT",Jeopardy,Online,0,N/A
1239,3rd stage MetaRed CTF Mexico|Anuies-TIC 2022,2022,"18 Oct., 11:00 PDT — 19 Oct. 2022, 11:00 PDT",Jeopardy,Online,23.58,N/A
1240,Reply Cyber Security Challenge 2022,2022,"14 Oct., 10:30 PDT — 15 Oct. 2022, 10:30 PDT",Jeopardy,Online,23.12,N/A
1241,ASIS CTF Quals 2022,2022,"14 Oct., 07:00 PDT — 15 Oct. 2022, 07:00 PDT",Jeopardy,Online,87,N/A
1242,DEADFACE CTF,2022,"14 Oct., 07:00 PDT — 15 Oct. 2022, 17:00 PDT",Jeopardy,Online,25.43,N/A
1243,THS CTF 2022,2022,"14 Oct., 01:00 PDT — 14 Oct. 2022, 07:00 PDT",Jeopardy,On-site,25,N/A
1244,CyberSecurityRumble CTF,2022,"08 Oct., 10:00 PDT — 09 Oct. 2022, 10:00 PDT",Jeopardy,Online,62,N/A
1245,Srdnlen CTF 2022,2022,"08 Oct., 05:00 PDT — 09 Oct. 2022, 05:00 PDT",Jeopardy,Online,24.17,N/A
1246,Hackvens 2022,2022,"07 Oct., 11:00 PDT — 21 Oct. 2022, 21:00 PDT",Jeopardy,On-site,0,N/A
1247,GDG Algiers CTF 2022,2022,"07 Oct., 11:00 PDT — 09 Oct. 2022, 11:00 PDT",Jeopardy,Online,23.54,N/A
1248,Space Grand Challenge,2022,"07 Oct., 02:00 PDT — 09 Oct. 2022, 10:00 PDT",Jeopardy,Online,0,N/A
1249,2nd stage MetaRed CTF Portugal 2022,2022,"03 Oct., 09:00 PDT — 04 Oct. 2022, 09:00 PDT",Jeopardy,Online,23.58,N/A
1250,WRECKCTF 2022,2022,"30 Sept., 13:00 PDT — 02 Oct. 2022, 13:00 PDT",Jeopardy,Online,24.03,N/A
1251,SekaiCTF 2022,2022,"30 Sept., 09:00 PDT — 02 Oct. 2022, 09:00 PDT",Jeopardy,Online,24.86,N/A
1252,BlackHat MEA CTF Qualification 2022,2022,"30 Sept., 07:00 PDT — 01 Oct. 2022, 13:00 PDT",Jeopardy,Online,0,N/A
1253,DefCamp Capture the Flag (D-CTF) 2022 Quals,2022,"30 Sept., 02:00 PDT — 01 Oct. 2022, 08:00 PDT",Jeopardy,Online,24.83,N/A
1254,1st stage MetaRed CTF Argentina 2022 (10:00 GMT-3),2022,"26 Sept., 06:00 PDT — 27 Sept. 2022, 06:00 PDT",Jeopardy,Online,23.58,N/A
1255,LakeCTF Qualifications,2022,"24 Sept., 11:00 PDT — 25 Sept. 2022, 11:00 PDT",Jeopardy,Online,23.96,N/A
1256,WPICTF 2022,2022,"23 Sept., 14:00 PDT — 25 Sept. 2022, 14:00 PDT",Jeopardy,Online,26.54,N/A
1257,DownUnderCTF 2022 (Online),2022,"23 Sept., 02:30 PDT — 25 Sept. 2022, 02:30 PDT",Jeopardy,Online,32.24,N/A
1258,RomHack 2022 CTF,2022,"23 Sept., 01:00 PDT — 24 Sept. 2022, 01:00 PDT",Jeopardy,Online,24.9,N/A
1259,VolgaCTF 2022 Final,2022,"21 Sept., 23:00 PDT — 22 Sept. 2022, 06:00 PDT",Attack-Defense,On-site,56.44,N/A
1260,Intigriti's September Challenge,2022,"19 Sept., 04:40 PDT — 25 Sept. 2022, 14:59 PDT",Jeopardy,Online,0,N/A
1261,Information and Technology Festival 2022,2022,"17 Sept., 02:00 PDT — 18 Sept. 2022, 14:00 PDT",Jeopardy,Online,0,N/A
1262,0CTF/TCTF 2022,2022,"16 Sept., 19:00 PDT — 18 Sept. 2022, 19:00 PDT",Jeopardy,Online,100,N/A
1263,SEC-T 0x0Expand CTF 2022,2022,"15 Sept., 03:00 PDT — 16 Sept. 2022, 07:00 PDT",Jeopardy,On-site,25,N/A
1264,ADDA CTF,2022,"09 Sept., 23:00 PDT — 10 Sept. 2022, 23:00 PDT",Jeopardy,Online,0,N/A
1265,CSAW CTF Qualification Round 2022,2022,"09 Sept., 09:00 PDT — 11 Sept. 2022, 09:00 PDT",Jeopardy,Online,23.7,N/A
1266,Bank Security Challenge,2022,"09 Sept., 06:00 PDT — 11 Sept. 2022, 06:00 PDT",Hack-Quest,Online,0,N/A
1267,Winja CTF | Nullcon Goa 2022,2022,"08 Sept., 22:00 PDT — 09 Sept. 2022, 04:30 PDT",Jeopardy,Online,22.7,N/A
1268,Nullcon Goa 2022 Hardware CTF,2022,"08 Sept., 21:30 PDT — 10 Sept. 2022, 00:15 PDT",Jeopardy,On-site,0,N/A
1269,TeamItaly CTF 2022,2022,"07 Sept., 11:00 PDT — 08 Sept. 2022, 11:00 PDT",Jeopardy,Online,24.88,N/A
1270,CakeCTF 2022,2022,"02 Sept., 22:00 PDT — 03 Sept. 2022, 22:00 PDT",Jeopardy,Online,0,N/A
1271,Balsn CTF 2022,2022,"02 Sept., 19:00 PDT — 04 Sept. 2022, 19:00 PDT",Jeopardy,Online,53.42,N/A
1272,Inter-Galactic CTF Competition,2022,"31 Aug., 17:00 PDT — 04 Sept. 2022, 07:00 PDT",Jeopardy,Online,0,N/A
1273,MapleCTF 2022,2022,"26 Aug., 17:00 PDT — 28 Aug. 2022, 17:00 PDT",Jeopardy,Online,24.05,N/A
1274,HITB SECCONF CTF 2022,2022,"24 Aug., 19:00 PDT — 26 Aug. 2022, 02:00 PDT",Attack-Defense,Online,23.15,N/A
1275,CTFZone 2022,2022,"24 Aug., 08:00 PDT — 26 Aug. 2022, 08:00 PDT",Jeopardy,Online,77.38,N/A
1276,Hacker's Playground 2022,2022,"21 Aug., 23:00 PDT — 22 Aug. 2022, 23:00 PDT",Jeopardy,Online,34,N/A
1277,Midnight Sun CTF 2022 Finals,2022,"20 Aug., 03:00 PDT — 21 Aug. 2022, 03:00 PDT",Jeopardy,On-site,76.83,Prequalified teams only
1278,WMCTF2022,2022,"19 Aug., 18:00 PDT — 21 Aug. 2022, 18:00 PDT",Jeopardy,Online,25,N/A
1279,Paradigm CTF 2022,2022,"19 Aug., 17:00 PDT — 21 Aug. 2022, 17:00 PDT",Jeopardy,Online,25,N/A
1280,CryptoBurst CTF,2022,"19 Aug., 14:00 PDT — 20 Aug. 2022, 14:00 PDT",Jeopardy,Online,0,N/A
1281,nullcon Goa HackIM CTF 2022,2022,"12 Aug., 23:00 PDT — 13 Aug. 2022, 23:00 PDT",Jeopardy,Online,25,N/A
1282,SHELLCTF 2022,2022,"12 Aug., 05:30 PDT — 14 Aug. 2022, 05:30 PDT",Jeopardy,Online,23.76,N/A
1283,DEF CON CTF 2022,2022,"11 Aug., 17:00 PDT — 14 Aug. 2022, 17:00 PDT",Attack-Defense,Online,96.33,N/A
1284,T3N4CI0US CTF - Escape,2022,"09 Aug., 21:00 PDT — 11 Aug. 2022, 21:00 PDT",Jeopardy,Online,9.64,N/A
1285,ZenityCTF- First Ever NoCode\LowCode CTF,2022,"09 Aug., 14:28 PDT — 15 Aug. 2022, 14:28 PDT",Hack-Quest,Online,0,N/A
1286,corCTF 2022,2022,"05 Aug., 17:00 PDT — 07 Aug. 2022, 17:00 PDT",Jeopardy,Online,24.92,N/A
1287,Dialed Up CTF,2022,"05 Aug., 17:00 PDT — 14 Aug. 2022, 17:00 PDT",Jeopardy,Online,0,N/A
1288,Arab Security Cyber Wargames 2022 Qualifications,2022,"05 Aug., 06:00 PDT — 06 Aug. 2022, 06:00 PDT",Jeopardy,Online,25,N/A
1289,hackrocks Cyber Summer Camp,2022,"31 July, 15:00 PDT — 31 Aug. 2022, 15:00 PDT",Jeopardy,Online,0,N/A
1290,Aero CTF 2022,2022,"30 July, 03:00 PDT — 31 July 2022, 03:00 PDT",Jeopardy,Online,51.22,N/A
1291,UACTF 2022,2022,"29 July, 18:30 PDT — 31 July 2022, 18:30 PDT",Jeopardy,Online,22.55,N/A
1292,UIUCTF 2022,2022,"29 July, 17:00 PDT — 31 July 2022, 17:00 PDT",Jeopardy,Online,34.64,N/A
1293,TFC CTF 2022,2022,"29 July, 03:00 PDT — 31 July 2022, 03:00 PDT",Jeopardy,Online,24.27,N/A
1294,RED CTF(POSTOPNDED),2022,"23 July, 06:30 PDT — 24 July 2022, 06:30 PDT",Jeopardy,Online,0,N/A
1295,3kCTF-2022(POSTPONED),2022,"23 July, 05:00 PDT — 24 July 2022, 05:00 PDT",Jeopardy,Online,33.78,N/A
1296,DiceCTF @ HOPE 2022,2022,"22 July, 11:00 PDT — 24 July 2022, 11:00 PDT",Jeopardy,On-site,47.77,N/A
1297,Lexington Informatics Tournament CTF 2022,2022,"22 July, 08:00 PDT — 24 July 2022, 20:59 PDT",Jeopardy,Online,23.87,N/A
1298,MCH2022 CTF,2022,"22 July, 08:00 PDT — 26 July 2022, 08:00 PDT",Jeopardy,On-site,0,N/A
1299,PwnverseCTF22,2022,"22 July, 05:00 PDT — 24 July 2022, 05:00 PDT",Jeopardy,Online,0,N/A
1300,BDSec CTF 2022,2022,"20 July, 08:00 PDT — 21 July 2022, 08:00 PDT",Jeopardy,Online,12.23,N/A
1301,ENOWARS 6,2022,"16 July, 06:00 PDT — 16 July 2022, 14:00 PDT",Attack-Defense,Online,88,N/A
1302,UACTF 2022 (POSTPONED),2022,"15 July, 18:30 PDT — 17 July 2022, 18:30 PDT",Jeopardy,Online,0,N/A
1303,ImaginaryCTF 2022,2022,"15 July, 13:00 PDT — 18 July 2022, 13:00 PDT",Jeopardy,Online,24.65,N/A
1304,Crypto CTF 2022,2022,"15 July, 07:00 PDT — 16 July 2022, 07:00 PDT",Jeopardy,Online,48.2,N/A
1305,HTB Business CTF 2022: Dirty Money,2022,"15 July, 06:00 PDT — 17 July 2022, 12:00 PDT",Jeopardy,Online,24.9,N/A
1306,wtfCTF 2022 v2.0,2022,"15 July, 05:00 PDT — 17 July 2022, 05:00 PDT",Jeopardy,Online,19.21,N/A
1307,vsCTF 2022,2022,"09 July, 09:00 PDT — 10 July 2022, 09:00 PDT",Jeopardy,Online,23.32,N/A
1308,FAUST CTF 2022,2022,"09 July, 05:00 PDT — 09 July 2022, 14:00 PDT",Attack-Defense,Online,99.83,N/A
1309,Hacky Holidays - Unlock the City,2022,"08 July, 03:00 PDT — 26 July 2022, 03:00 PDT",Jeopardy,Online,0,N/A
1310,Pwnme,2022,"01 July, 15:00 PDT — 03 July 2022, 15:00 PDT",Jeopardy,Online,0,N/A
1311,Google Capture The Flag 2022,2022,"01 July, 11:00 PDT — 03 July 2022, 11:00 PDT",Jeopardy,Online,97.84,N/A
1312,US Cyber Open CTF: Season II,2022,"01 July, 06:00 PDT — 10 July 2022, 14:00 PDT",Jeopardy,Online,0,N/A
1313,Codeguru eXtreme,2022,"29 June, 22:30 PDT — 30 June 2022, 22:00 PDT",Hack-Quest,Online,0,N/A
1314,BSidesTLV 2022 CTF,2022,"26 June, 23:00 PDT — 28 June 2022, 23:00 PDT",Jeopardy,Online,21.88,N/A
1315,Azure Assassin Alliance CTF 2022,2022,"24 June, 18:00 PDT — 26 June 2022, 18:00 PDT",Jeopardy,Online,23.8,N/A
1316,TyphoonCon CTF 2022,2022,"20 June, 02:00 PDT — 24 June 2022, 02:00 PDT",Jeopardy,Online,21.5,N/A
1317,STANDCON CTF 2022,2022,"17 June, 19:00 PDT — 18 June 2022, 19:00 PDT",Jeopardy,Online,0,N/A
1318,Peng Cheng – Macau Federation Cybersecurity Range Competition,2022,"17 June, 18:00 PDT — 18 June 2022, 06:00 PDT",Jeopardy,Online,0,N/A
1319,WeCTF 2022,2022,"11 June, 11:00 PDT — 12 June 2022, 11:00 PDT",Jeopardy,Online,36.12,N/A
1320,Imperial CTF 22 Finals,2022,"11 June, 04:00 PDT — 12 June 2022, 04:00 PDT",Jeopardy,On-site,25,N/A
1321,justCTF 2022,2022,"10 June, 23:00 PDT — 12 June 2022, 12:00 PDT",Jeopardy,Online,35.66,N/A
1322,usd Hacking Night,2022,"10 June, 12:00 PDT — 10 June 2022, 19:00 PDT",Jeopardy,Online,0,N/A
1323,Access Denied CTF 2022,2022,"10 June, 03:30 PDT — 12 June 2022, 03:30 PDT",Jeopardy,Online,23.75,N/A
1324,Hardwear.io USA 2022 Hardware CTF,2022,"09 June, 10:00 PDT — 10 June 2022, 15:00 PDT",Jeopardy,On-site,0,N/A
1325,Tenable CTF 2022,2022,"09 June, 05:00 PDT — 13 June 2022, 05:00 PDT",Jeopardy,Online,22.37,N/A
1326,Grey Cat The Flag 2022,2022,"06 June, 05:00 PDT — 10 June 2022, 05:00 PDT",Jeopardy,Online,24.5,N/A
1327,HSCTF 9,2022,"05 June, 12:00 PDT — 10 June 2022, 12:00 PDT",Jeopardy,Online,31.86,N/A
1328,n00bzCTF 2022,2022,"04 June, 06:00 PDT — 06 June 2022, 06:00 PDT",Jeopardy,Online,15.12,N/A
1329,ESAIP CTF 2022,2022,"04 June, 02:00 PDT — 04 June 2022, 12:00 PDT",Jeopardy,Online,0,N/A
1330,BCACTF 3.0,2022,"03 June, 17:00 PDT — 06 June 2022, 17:00 PDT",Jeopardy,Online,24.33,N/A
1331,BSidesSF 2022 CTF,2022,"03 June, 17:00 PDT — 05 June 2022, 17:00 PDT",Jeopardy,Online,23.94,N/A
1332,SEETF 2022,2022,"03 June, 09:00 PDT — 05 June 2022, 09:00 PDT",Jeopardy,Online,24.88,N/A
1333,XeroCTF 2022 - Teaser,2022,"03 June, 09:00 PDT — 04 June 2022, 09:00 PDT",Jeopardy,On-site,0,N/A
1334,Break the Syntax CTF 2022,2022,"03 June, 09:00 PDT — 05 June 2022, 03:00 PDT",Jeopardy,Online,23.36,N/A
1335,Security Fest 2022,2022,"02 June, 03:00 PDT — 03 June 2022, 04:00 PDT",Jeopardy,Online,25,N/A
1336,DEF CON CTF Qualifier 2022,2022,"27 May, 17:00 PDT — 29 May 2022, 17:00 PDT",Jeopardy,Online,77.83,N/A
1337,HeroCTF v4,2022,"27 May, 14:00 PDT — 29 May 2022, 16:00 PDT",Jeopardy,Online,24.23,N/A
1338,BYUCTF 2022,2022,"27 May, 09:00 PDT — 28 May 2022, 21:00 PDT",Jeopardy,Online,20.91,N/A
1339,Hacktrick CTF'22,2022,"27 May, 03:00 PDT — 27 May 2022, 10:00 PDT",Hack-Quest,On-site,0,N/A
1340,Moroccan Cyber Security Camp 2022,2022,"24 May, 05:00 PDT — 26 May 2022, 05:00 PDT",Jeopardy,On-site,0,N/A
1341,UA CWS CTF 2022,2022,"23 May, 02:00 PDT — 27 May 2022, 16:59 PDT",Jeopardy,Online,23.47,N/A
1342,RuCTF 2022,2022,"22 May, 03:00 PDT — 22 May 2022, 12:00 PDT",Attack-Defense,Online,97.62,N/A
1343,Hack-A-Sat 3 Qualifiers,2022,"21 May, 07:00 PDT — 22 May 2022, 13:00 PDT",Jeopardy,Online,32.43,N/A
1344,NorthSec 2022,2022,"20 May, 17:00 PDT — 22 May 2022, 12:00 PDT",Hack-Quest,Online,36,N/A
1345,saarCTF 2022,2022,"20 May, 07:00 PDT — 20 May 2022, 16:00 PDT",Attack-Defense,Online,45.57,N/A
1346,hackrocks & HackArmour CTF,2022,"19 May, 04:30 PDT — 22 May 2022, 21:30 PDT",Jeopardy,Online,23.61,N/A
1347,Tenable CTF 2022,2022,"16 May, 06:51 PDT — 16 May 2022, 06:51 PDT",Jeopardy,Online,22.37,N/A
1348,404 CTF,2022,"16 May, 03:00 PDT — 10 June 2022, 03:00 PDT",Jeopardy,Online,0,N/A
1349,VolgaCTF 2022 Qualifier,2022,"14 May, 08:00 PDT — 15 May 2022, 08:00 PDT",Jeopardy,Online,14.2,N/A
1350,Cyber Apocalypse CTF 2022: Intergalactic Chase,2022,"14 May, 06:00 PDT — 19 May 2022, 06:00 PDT",Jeopardy,Online,24.9,N/A
1351,Challenge the Cyber - Cyber Express,2022,"14 May, 04:00 PDT — 14 May 2022, 10:00 PDT",Jeopardy,On-site,0,N/A
1352,@HackDay Final 2022,2022,"14 May, 03:00 PDT — 15 May 2022, 03:00 PDT",Jeopardy,On-site,0,N/A
1353,CTF InterIUT 2022,2022,"14 May, 01:00 PDT — 14 May 2022, 09:00 PDT",Jeopardy,On-site,22.62,N/A
1354,TJCTF 2022,2022,"13 May, 16:00 PDT — 15 May 2022, 16:00 PDT",Jeopardy,Online,24.76,N/A
1355,m0leCon CTF 2022 Teaser,2022,"13 May, 10:00 PDT — 14 May 2022, 10:00 PDT",Jeopardy,Online,36,N/A
